index,en_date,en_title,en_link,en_desc,tc_date,tc_title,tc_link,tc_desc,sc_date,sc_title,sc_link,sc_desc
18,April 2018,SWD refused to provide Mr C with the manual on its Comprehensive Social Security Assistance (“CSSA”) Scheme (“CSSA Manual”) and had delay in responding to his information request,https://web.archive.org/web/20221115041241/https://www.ombudsman.hk/wp-content/uploads/2022/07/201804_I__SWD_Eng.pdf,Report (PDF),2018年4月,社署拒絕向C先生提供綜合社會保障援助（「綜援」）計劃的手冊（「綜援手冊」），以及延誤回應其索取資料要求,https://web.archive.org/web/20221106205301/https://www.ombudsman.hk/wp-content/uploads/2022/07/201804_I__SWD_Chin.pdf,全文 (PDF),2018年4月,社署拒绝向C先生提供综合社会保障援助（「综援」）计划的手册（「综援手册」），以及延误回应其索取资料要求,https://web.archive.org/web/20221115032021/https://www.ombudsman.hk/wp-content/uploads/2022/07/201804_I__SWD_SC.pdf,全文 (PDF)
17,March 2018,LCSD refused to provide CCTV footage of a public library,https://web.archive.org/web/20221115040749/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_201803_Eng__0.pdf,Report (PDF),2018年3月,康文署拒絕提供某公共圖書館的閉路電視錄像,https://web.archive.org/web/20221106205308/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_201803.pdf,全文 (PDF),2018年3月,康文署拒绝提供某公共图书馆的闭路电视录像,https://web.archive.org/web/20221115034809/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_201803_Simp_Chin_.pdf,全文 (PDF)
16,January 2018,CSD refused to provide information on complaints about use of unnecessary force by officers of its correctional institutions,https://web.archive.org/web/20221115035730/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_201801__Eng_.pdf,Report (PDF),2018年1月,懲教署拒絕提供有關懲教院所職員使用不必要武力的投訴的資料,https://web.archive.org/web/20221106205259/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_201801.pdf,全文 (PDF),2018年1月,惩教署拒绝提供有关惩教院所职员使用不必要武力的投诉的资料,https://web.archive.org/web/20221115041136/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_201801__Simp_Chi_.pdf,全文 (PDF)
15,April 2017,REO refused to provide the complainant with statistics of the 2016 Legislative Council Election,https://web.archive.org/web/20221115041017/https://www.ombudsman.hk/wp-content/uploads/2022/07/Omb_2016_3878_I__REO_Eng__0.pdf,Report (PDF),2017年4月,選舉處拒絕向投訴人提供二Ｏ一六年立法會選舉的統計資料,https://web.archive.org/web/20221106205321/https://www.ombudsman.hk/wp-content/uploads/2022/07/Omb_2016_3878_I__REO_Trad_Chin_.pdf,全文 (PDF),2017年4月,选举处拒绝向投诉人提供二Ｏ一六年立法会选举的统计资料,https://web.archive.org/web/20221115035135/https://www.ombudsman.hk/wp-content/uploads/2022/07/Omb_2016_3878_I__REO_Simp_Chin_.pdf,全文 (PDF)
14,March 2017,LCSD refused to disclose the full text of a deed that it had signed with a company on the management of a waterfront promenade,https://web.archive.org/web/20221115035741/https://www.ombudsman.hk/wp-content/uploads/2022/07/Omb_2015_4140_I__LCSD_Eng__0.pdf,Report (PDF),2017年3月,康文署拒絕披露該署與某公司所簽署的某海濱長廊的管理協議全文,https://web.archive.org/web/20221106205311/https://www.ombudsman.hk/wp-content/uploads/2022/07/Omb_2015_4140_I__LCSD_Trad_Chin__0.pdf,全文 (PDF),2017年3月,康文署拒绝披露该署与某公司所签署的某海滨长廊的管理协议全文,https://web.archive.org/web/20221115032446/https://www.ombudsman.hk/wp-content/uploads/2022/07/Omb_2015_4140_I__LCSD_Simp_Chin__0.pdf,全文 (PDF)
13,January 2017,HD refused to provide a tenant with rental information relating to other tenants in its factory estate,https://web.archive.org/web/20221115035631/https://www.ombudsman.hk/wp-content/uploads/2022/07/2016-0117_I_Housing_Dept_Eng.pdf,Report (PDF),2017年1月,房屋署拒絕向租戶提供該署轄下工廠大廈內其他租戶的租金資料,https://web.archive.org/web/20221106205312/https://www.ombudsman.hk/wp-content/uploads/2022/07/2016_0117_I_Housing_Dept_C.pdf,全文 (PDF),2017年1月,房屋署拒绝向租户提供该署辖下工厂大厦内其他租户的租金资料,https://web.archive.org/web/20221115033642/https://www.ombudsman.hk/wp-content/uploads/2022/07/2016_0117_I_Housing_Dept_Simp_C.pdf,全文 (PDF)
12,December 2016,Leisure and Cultural Services Department failed to provide tree inspection report,https://web.archive.org/web/20221115035759/https://www.ombudsman.hk/wp-content/uploads/2022/07/2016-2190_I_LCSD_Eng.pdf,Report (PDF),2016年12月,康樂文化事務署沒有提供驗樹報告,https://web.archive.org/web/20221106205306/https://www.ombudsman.hk/wp-content/uploads/2022/07/2016-2190_I_LCSD_C_0.pdf,全文 (PDF),2016年12月,康乐及文化事务署没有提供验树报告,https://web.archive.org/web/20221115032700/https://www.ombudsman.hk/wp-content/uploads/2022/07/2016-2190_I_LCSD_Simp_C_0.pdf,全文 (PDF)
11,February 2016,Leisure and Cultural Services Department refused to release its tree inspection reports,https://web.archive.org/web/20221115035706/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_201602_Eng.pdf,Report (PDF),2016年2月,康樂及文化事務署拒絕提供其驗樹報告,https://web.archive.org/web/20221106205324/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_201602_Chi.pdf,全文 (PDF),2016年2月,康乐及文化事务署拒绝提供其验树报告,https://web.archive.org/web/20221115033536/https://www.ombudsman.hk/wp-content/uploads/2022/07/LCSD_201602_Simp_Chi.pdf,全文 (PDF)
10,February 2016,Constitutional and Mainland Affairs Bureau refused to provide records and details of the Government’s discourse with various political groups and Legislative Council Members on the 2015 political reform package,https://web.archive.org/web/20221115032822/https://www.ombudsman.hk/wp-content/uploads/2022/07/CMAB_201602_Eng.pdf,Report (PDF),2016年2月,政制及內地事務局拒絕提供政府就二Ｏ一五年政改方案與各政治團體及立法會議員會面的記錄和詳情,https://web.archive.org/web/20221106205327/https://www.ombudsman.hk/wp-content/uploads/2022/07/CMAB_201602_Chi.pdf,全文 (PDF),2016年2月,政制及内地事务局拒绝提供政府就二Ｏ一五年政改方案与各政治团体及立法会议员会面的记录和详情,https://web.archive.org/web/20221115035844/https://www.ombudsman.hk/wp-content/uploads/2022/07/CMAB_201602_Simp_Chi.pdf,全文 (PDF)
9,November 2015,Housing Department refused Mr A’s request for the management and maintenance records and CCTV footage of an estate shopping mall,https://web.archive.org/web/20221115041157/https://www.ombudsman.hk/wp-content/uploads/2022/07/HD_201511_Eng.pdf,Report (PDF),2015年11月,房屋署拒絕向A先生提供轄下商場的管理維修及閉路電視記錄,https://web.archive.org/web/20221106205301/https://www.ombudsman.hk/wp-content/uploads/2022/07/HD_201511_Chi-1.pdf,全文 (PDF),2015年11月,房屋署拒绝向A先生提供辖下商场的管理维修及闭路电视记录,https://web.archive.org/web/20221115040853/https://www.ombudsman.hk/wp-content/uploads/2022/07/HD_201511_Simp_Chi-1.pdf,全文 (PDF)
8,November 2015,Lands Department refused to provide Mr A with the personal data of an individual who had expressed an opinion on the Department’s proposal,https://web.archive.org/web/20221115035002/https://www.ombudsman.hk/wp-content/uploads/2022/07/Lands_201511_Eng.pdf,Report (PDF),2015年11月,地政總署拒絕向A先生提供某位曾就該署的建議表達意見的人士的個人資料,https://web.archive.org/web/20221106205314/https://www.ombudsman.hk/wp-content/uploads/2022/07/Lands_201511_Chi.pdf,全文 (PDF),2015年11月,地政总署拒绝向A先生提供某位曾就该署的建议表达意见的人士的个人资料,https://web.archive.org/web/20221115040712/https://www.ombudsman.hk/wp-content/uploads/2022/07/Lands_201511_Simp_Chi.pdf,全文 (PDF)
7,October 2015,Correctional Services Department erased the names of health care personnel from the medical records provided to Mr A,https://web.archive.org/web/20221115033001/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_201510_Eng-1.pdf,Report (PDF),2015年10月,懲教署在給A先生的病歷資料中刪去了醫護人員的姓名,https://web.archive.org/web/20221106205329/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_201510_Chin.pdf,全文 (PDF),2015年10月,惩教署在给A先生的病历资料中删去了医护人员的姓名,https://web.archive.org/web/20221115032515/https://www.ombudsman.hk/wp-content/uploads/2022/07/CSD_201510_Simp_Chin.pdf,全文 (PDF)
6,September 2015,Marine Department refused to provide Mr A with the list of members of its Disciplinary Panel,https://web.archive.org/web/20221115041148/https://www.ombudsman.hk/wp-content/uploads/2022/07/MD_201509_Eng.pdf,Report (PDF),2015年9月,海事處拒絕向A先生披露紀律評審小組成員的名單,https://web.archive.org/web/20221106205301/https://www.ombudsman.hk/wp-content/uploads/2022/07/MD_201509_Chin.pdf,全文 (PDF),2015年9月,海事处拒绝向A先生披露纪律评审小组成员的名单,https://web.archive.org/web/20221115041452/https://www.ombudsman.hk/wp-content/uploads/2022/07/MD_201509_Simp_Chin.pdf,全文 (PDF)
5,August 2015,Government Property Agency refused Mr A’s request for the full investigation report regarding a noise nuisance complaint prepared by a property management company (“the Company”) engaged by Government Property Agency,https://web.archive.org/web/20221115032505/https://www.ombudsman.hk/wp-content/uploads/2022/07/GPA_201508_Eng.pdf,Report (PDF),2015年8月,政府產業署拒絕向A 先生提供由該署委聘的物業管理公司就一宗噪音滋擾投訴所撰寫的完整調查報告,https://web.archive.org/web/20221106205324/https://www.ombudsman.hk/wp-content/uploads/2022/07/GPA_201508_Chin.pdf,全文 (PDF),2015年8月,政府产业署拒绝向A 先生提供由该署委聘的物业管理公司就一宗噪音滋扰投诉所撰写的完整调查报告,https://web.archive.org/web/20221115032800/https://www.ombudsman.hk/wp-content/uploads/2022/07/GPA_201508_Simp_Chin.pdf,全文 (PDF)
4,February 2015,"The Food and Health Bureau refused to provide information pertaining to its meeting in Chengdu with the State General Administration of Quality Supervision, Inspection and Quarantine on updating the list of pesticide residues in food under the relevant legislation",https://web.archive.org/web/20221115040920/https://www.ombudsman.hk/wp-content/uploads/2022/07/FHB_201502_E.pdf,Report (PDF),2015年2月,食衞局拒絕向A先生提供該局與國家質量監督檢驗檢疫總局在成都開會討論更新《食物內除害劑殘餘規例》附表一內有關食物內除害劑的資料,https://web.archive.org/web/20221106205302/https://www.ombudsman.hk/wp-content/uploads/2022/07/FHB_201502_TC.pdf,全文 (PDF),2015年2月,食卫局拒绝向A先生提供该局与国家质量监督检验检疫总局在成都开会讨论更新《食物内除害剂残余规例》附表一内有关食物内除害剂的资料,https://web.archive.org/web/20221115035942/https://www.ombudsman.hk/wp-content/uploads/2022/07/FHB_201502_SC.pdf,全文 (PDF)
3,January 2015,The Narcotics Division refused to provide information regarding its opinion polls on the RESCUE Drug Testing Scheme,https://web.archive.org/web/20221115040631/https://www.ombudsman.hk/wp-content/uploads/2022/07/SB_201501_E.pdf,Report (PDF),2015年1月,保安局轄下的禁毒處拒絕向A先生提供該處就「驗毒助康復計劃」所作的民意調查的資料,https://web.archive.org/web/20221106205313/https://www.ombudsman.hk/wp-content/uploads/2022/07/SB_201501_TC.pdf,全文 (PDF),2015年1月,保安局辖下的禁毒处拒绝向A先生提供该处就「验毒助康复计划」所作的民意调查的资料,https://web.archive.org/web/20221115032423/https://www.ombudsman.hk/wp-content/uploads/2022/07/SB_201501_SC.pdf,全文 (PDF)
2,May 2014,The Education Bureau refused to disclose the days on which it had inspected the premises suspected to be used as an unlicensed tutorial centre,https://web.archive.org/web/20221115033015/https://www.ombudsman.hk/wp-content/uploads/2022/07/EDB_201405_E.pdf,Report (PDF),2014年5月,教育局拒絕向A女士透露該局是在哪天巡查某涉嫌開辦無牌補習社的單位,https://web.archive.org/web/20221106205315/https://www.ombudsman.hk/wp-content/uploads/2022/07/EDB_201405_TC.pdf,全文 (PDF),2014年5月,教育局拒绝向A女士透露该局是在哪天巡查某涉嫌开办无牌补习社的单位,https://web.archive.org/web/20221115040833/https://www.ombudsman.hk/wp-content/uploads/2022/07/EDB_201405_SC.pdf,全文 (PDF)
1,December 2013,The Drainage Services Department refused to provide the investigation report on a road subsidence case,https://web.archive.org/web/20221115032611/https://www.ombudsman.hk/wp-content/uploads/2022/07/DSD_201312_E.pdf,Report (PDF),2013年12月,渠務署拒絕向A先生提供路陷事件的調查報告,https://web.archive.org/web/20221106205312/https://www.ombudsman.hk/wp-content/uploads/2022/07/DSD_201312_TC.pdf,全文 (PDF),2013年12月,渠务署拒绝向A先生提供路陷事件的调查报告,https://web.archive.org/web/20221115034445/https://www.ombudsman.hk/wp-content/uploads/2022/07/DSD_201312_SC.pdf,全文 (PDF)
